declarationYear,stateName,city,after_2020_only,total_approved_Ihp_amount,total_approved_fema_assistance,incidentBeginDate
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Albuquerque, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Albuquerque, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Albuquerque, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Albuquerque, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Rio Rancho, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Rio Rancho, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Rio Rancho, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Rio Rancho, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Gallup, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Fort Wingate, New Mexico",Yes,,,2022-04-05
2022,New Mexico                    ,"Thoreau, New Mexico",Yes,,,2022-04-05
2022,New Mexico                    ,"Navajo, New Mexico",Yes,,,2022-04-05
2022,New Mexico                    ,"Farmington, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Farmington, New Mexico",Yes,135246.51,31.0,2024-06-17
2022,New Mexico                    ,"Farmington, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Farmington, New Mexico",Yes,1800.0,2.0,2024-06-17
2022,New Mexico                    ,"Aztec, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Aztec, New Mexico",Yes,1050.0,1.0,2024-06-17
2024,New Mexico                    ,"Bloomfield, New Mexico",Yes,81502.65,26.0,2024-06-17
2024,New Mexico                    ,"Flora Vista, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Fruitland, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Kirtland, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Shiprock, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Farmington, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Santa Fe, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Santa Fe, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Santa Fe, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Santa Fe, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Santa Fe, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Santa Fe, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Santa Fe, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Abiquiu, New Mexico",Yes,47256.74,4.0,2024-06-17
2024,New Mexico                    ,"Chama, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Dulce, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"El Prado, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"El Rito, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Espanola, New Mexico",Yes,3895.44,1.0,2024-06-17
2022,New Mexico                    ,"Glorieta, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Hernandez, New Mexico",Yes,47800.49,3.0,2024-06-17
2024,New Mexico                    ,"Lamy, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Los Alamos, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Medanales, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Pecos, New Mexico",Yes,15341.29,8.0,2022-04-05
2022,New Mexico                    ,"Ribera, New Mexico",Yes,600.0,2.0,2022-04-05
2022,New Mexico                    ,"San Jose, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Ohkay Owingeh, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Serafina, New Mexico",Yes,0.0,0.0,2022-04-05
2022,New Mexico                    ,"Tererro, New Mexico",Yes,1164.37,3.0,2022-04-05
2024,New Mexico                    ,"Truchas, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Vadito, New Mexico",Yes,,,2022-04-05
2022,New Mexico                    ,"Las Vegas, New Mexico",Yes,1169191.48,331.0,2022-04-05
2024,New Mexico                    ,"Las Vegas, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Angel Fire, New Mexico",Yes,44687.4,8.0,2022-04-05
2024,New Mexico                    ,"Angel Fire, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Buena Vista, New Mexico",Yes,68218.06,29.0,2022-04-05
2022,New Mexico                    ,"Chacon, New Mexico",Yes,102111.22,44.0,2022-04-05
2022,New Mexico                    ,"Cimarron, New Mexico",Yes,0.0,0.0,2022-04-05
2022,New Mexico                    ,"Cleveland, New Mexico",Yes,604482.2000000001,155.0,2022-04-05
2022,New Mexico                    ,"Eagle Nest, New Mexico",Yes,0.0,0.0,2022-04-05
2022,New Mexico                    ,Error,Yes,,,2022-04-05
2022,New Mexico                    ,"Guadalupita, New Mexico",Yes,219006.09,88.0,2022-04-05
2022,New Mexico                    ,"Holman, New Mexico",Yes,571269.1699999999,93.0,2022-04-05
2022,New Mexico                    ,"Maxwell, New Mexico",Yes,0.0,0.0,2022-04-05
2022,New Mexico                    ,"Miami, New Mexico",Yes,,,2022-04-05
2022,New Mexico                    ,"Montezuma, New Mexico",Yes,257663.55,44.0,2022-04-05
2022,New Mexico                    ,"Mora, New Mexico",Yes,1138865.1600000001,222.0,2022-04-05
2022,New Mexico                    ,"Ocate, New Mexico",Yes,9154.25,4.0,2022-04-05
2022,New Mexico                    ,"Ojo Feliz, New Mexico",Yes,4844.8099999999995,8.0,2022-04-05
2022,New Mexico                    ,"Rainsville, New Mexico",Yes,14724.35,14.0,2022-04-05
2022,New Mexico                    ,"Raton, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Raton, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Rociada, New Mexico",Yes,1526666.23,130.0,2022-04-05
2022,New Mexico                    ,"Sapello, New Mexico",Yes,1039659.27,122.0,2022-04-05
2022,New Mexico                    ,"Solano, New Mexico",Yes,,,2022-04-05
2022,New Mexico                    ,"Springer, New Mexico",Yes,0.0,0.0,2022-04-05
2022,New Mexico                    ,"Valmora, New Mexico",Yes,,,2022-04-05
2022,New Mexico                    ,"Wagon Mound, New Mexico",Yes,600.0,2.0,2022-04-05
2024,New Mexico                    ,"Socorro, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Elephant Butte, New Mexico",Yes,,,2024-06-17
2020,California                    ,"Las Cruces, New Mexico",Yes,,,2020-08-14
2022,New Mexico                    ,"Las Cruces, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Las Cruces, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Las Cruces, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Las Cruces, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Las Cruces, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Las Cruces, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Las Cruces, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Las Cruces, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Anthony, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Deming, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Deming, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Hanover, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Lordsburg, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Pinos Altos, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Silver City, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Sunland Park, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Chaparral, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Clovis, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Clovis, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Portales, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Portales, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Roswell, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Roswell, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Roswell, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Artesia, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Carlsbad, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Carlsbad, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Eunice, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Hobbs, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Hobbs, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Lovington, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,Error,Yes,,,2024-06-17
2022,New Mexico                    ,"Carrizozo, New Mexico",Yes,300.0,1.0,2022-04-05
2024,New Mexico                    ,"Carrizozo, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Alamogordo, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Alamogordo, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Alto, New Mexico",Yes,6756.0,1.0,2022-04-05
2024,New Mexico                    ,"Alto, New Mexico",Yes,403290.77,25.0,2024-06-17
2024,New Mexico                    ,"Bent, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Capitan, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Capitan, New Mexico",Yes,0.0,0.0,2024-06-17
2024,New Mexico                    ,"Cloudcroft, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Corona, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Glencoe, New Mexico",Yes,52198.77,7.0,2024-06-17
2024,New Mexico                    ,Error,Yes,,,2024-06-17
2024,New Mexico                    ,"Hondo, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"La Luz, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Lincoln, New Mexico",Yes,,,2022-04-05
2022,New Mexico                    ,"Mescalero, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Mescalero, New Mexico",Yes,353376.95,71.0,2024-06-17
2022,New Mexico                    ,"Nogal, New Mexico",Yes,0.0,0.0,2022-04-05
2024,New Mexico                    ,"Nogal, New Mexico",Yes,3718.0,1.0,2024-06-17
2022,New Mexico                    ,"Ruidoso, New Mexico",Yes,840357.02,61.0,2022-04-05
2024,New Mexico                    ,"Ruidoso, New Mexico",Yes,6023663.59,434.0,2024-06-17
2022,New Mexico                    ,"Ruidoso Downs, New Mexico",Yes,10436.18,5.0,2022-04-05
2024,New Mexico                    ,"Ruidoso Downs, New Mexico",Yes,303309.31,44.0,2024-06-17
2022,New Mexico                    ,"San Patricio, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"San Patricio, New Mexico",Yes,0.0,0.0,2024-06-17
2022,New Mexico                    ,"Tinnie, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Tularosa, New Mexico",Yes,7962.35,1.0,2024-06-17
2024,New Mexico                    ,"Weed, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Ruidoso, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Tucumcari, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Conchas Dam, New Mexico",Yes,,,2022-04-05
2024,New Mexico                    ,"Grenville, New Mexico",Yes,,,2024-06-17
2024,New Mexico                    ,"Logan, New Mexico",Yes,,,2024-06-17
2022,New Mexico                    ,"Trementina, New Mexico",Yes,,,2022-04-05
2008,California                    ,"Los Angeles, California",No,0.0,0.0,2008-11-13
2018,California                    ,"Los Angeles, California",No,0.0,0.0,2017-12-04
2018,California                    ,"Los Angeles, California",No,0.0,0.0,2018-11-08
2020,California                    ,"Los Angeles, California",No,,,2020-08-14
2020,California                    ,"Los Angeles, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Los Angeles, California",No,20097.71,11.0,2025-01-07
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2008,California                    ,"Los Angeles, California",No,526.91,1.0,2008-11-13
2018,California                    ,"Los Angeles, California",No,,,2017-12-04
2018,California                    ,"Los Angeles, California",No,0.0,0.0,2018-11-08
2020,California                    ,"Los Angeles, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Los Angeles, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Los Angeles, California",No,9001.04,5.0,2025-01-07
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2008,California                    ,"Los Angeles, California",No,6052.86,14.0,2008-11-13
2017,California                    ,"Los Angeles, California",No,,,2017-10-08
2018,California                    ,"Los Angeles, California",No,,,2018-11-08
2020,California                    ,"Los Angeles, California",No,5806.36,2.0,2020-09-04
2025,California                    ,"Los Angeles, California",No,43924.93,26.0,2025-01-07
2008,California                    ,"Los Angeles, California",No,,,2008-11-13
2018,California                    ,"Los Angeles, California",No,0.0,0.0,2018-11-08
2020,California                    ,"Los Angeles, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Los Angeles, California",No,6858.32,5.0,2025-01-07
2020,California                    ,"Los Angeles, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Los Angeles, California",No,941.99,2.0,2025-01-07
2008,California                    ,"Los Angeles, California",No,,,2008-11-13
2018,California                    ,"Los Angeles, California",No,,,2018-11-08
2020,California                    ,"Los Angeles, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Los Angeles, California",No,13904.92,6.0,2025-01-07
2008,California                    ,"Los Angeles, California",No,,,2008-11-13
2020,California                    ,"Los Angeles, California",No,,,2020-08-14
2020,California                    ,"Los Angeles, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Los Angeles, California",No,0.0,0.0,2025-01-07
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2008,California                    ,"Los Angeles, California",No,,,2008-11-13
2018,California                    ,"Los Angeles, California",No,,,2017-12-04
2018,California                    ,"Los Angeles, California",No,,,2018-11-08
2020,California                    ,"Los Angeles, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Los Angeles, California",No,23139.38,15.0,2025-01-07
